                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    131,                 0.6243,                0.56066,                 1.2832,                0.57159,                 0.6875,                0.57327,                0.39635,                0.90002,                0.95766,                 1.4132,             0.00095186,             0.00095186,             0.00095186
                    132,                0.68391,                0.63242,                 1.2997,                0.81905,                 0.6875,                0.64031,                 0.4426,                0.85965,                0.84453,                  1.371,             0.00094636,             0.00094636,             0.00094636
                    133,                0.65118,                0.56197,                 1.3138,                0.53294,                 0.5625,                0.52449,                0.39404,                0.88978,                0.92828,                 1.4546,             0.00094085,             0.00094085,             0.00094085
                    134,                0.66223,                 0.6153,                 1.3154,                0.45099,                 0.5625,                0.53211,                0.37623,                0.99266,                 1.0126,                 1.5929,             0.00093535,             0.00093535,             0.00093535
                    135,                0.64567,                0.59935,                 1.2894,                0.74835,                  0.625,                0.59928,                0.40588,                0.89865,                0.88742,                 1.4213,             0.00092985,             0.00092985,             0.00092985
                    136,                0.63667,                0.56358,                 1.2886,                0.88435,                0.66972,                0.62248,                0.41271,                 0.9092,                0.95346,                 1.4374,             0.00092435,             0.00092435,             0.00092435
                    137,                 0.6441,                0.57352,                 1.3007,                 0.6254,                  0.625,                0.59812,                0.40995,                0.94809,                0.97746,                 1.4621,             0.00091885,             0.00091885,             0.00091885
                    138,                 0.6369,                0.56356,                 1.2954,                0.57104,                 0.5625,                0.53748,                0.40413,                  1.026,                 1.1178,                 1.4975,             0.00091335,             0.00091335,             0.00091335
                    139,                0.63075,                0.57716,                 1.2891,                0.43742,                  0.625,                0.47233,                 0.3881,                0.95467,                 1.0262,                  1.492,             0.00090785,             0.00090785,             0.00090785
                    140,                0.64266,                0.60288,                 1.2973,                 0.4822,                 0.6875,                0.51733,                0.38438,                0.94456,                0.83254,                 1.5032,             0.00090235,             0.00090235,             0.00090235
                    141,                0.63737,                0.59552,                 1.2864,                0.63414,                  0.625,                0.52614,                0.36713,                 1.0825,                  1.094,                 1.6548,             0.00089685,             0.00089685,             0.00089685
                    142,                0.64127,                0.59928,                 1.2949,                0.64428,                  0.625,                0.56194,                0.37947,                 1.0487,                 1.0997,                 1.7834,             0.00089134,             0.00089134,             0.00089134
                    143,                0.67835,                0.56291,                 1.3157,                0.43442,                 0.5625,                0.54022,                0.39208,                0.96206,                 1.0041,                 1.5117,             0.00088584,             0.00088584,             0.00088584
                    144,                 0.6417,                0.58617,                 1.2958,                0.89688,                0.68564,                  0.662,                0.45141,                0.86955,                 0.8037,                 1.4293,             0.00088034,             0.00088034,             0.00088034
                    145,                0.62935,                0.58549,                 1.2873,                0.85732,                    0.5,                0.50116,                0.37383,                 1.0217,                 1.1884,                 1.5511,             0.00087484,             0.00087484,             0.00087484
                    146,                0.60362,                0.55644,                 1.2701,                0.81063,                  0.625,                0.58035,                0.40797,                 0.9074,                0.88358,                 1.4325,             0.00086934,             0.00086934,             0.00086934
                    147,                0.63563,                0.59417,                 1.2944,                0.69841,                0.62224,                0.58881,                0.42867,                0.91992,                0.96008,                 1.4839,             0.00086384,             0.00086384,             0.00086384
                    148,                0.64351,                0.58077,                 1.2969,                0.71837,                 0.5625,                0.54837,                0.42183,                0.86818,                0.90462,                 1.4388,             0.00085834,             0.00085834,             0.00085834
                    149,                0.62873,                0.54571,                 1.2951,                0.63222,                0.68295,                0.58682,                0.43257,                0.89987,                0.92623,                 1.4053,             0.00085284,             0.00085284,             0.00085284
                    150,                0.59644,                0.53601,                 1.2737,                0.84453,                  0.625,                0.57817,                0.39457,                0.92983,                0.92514,                 1.4301,             0.00084734,             0.00084734,             0.00084734
