                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                0.64933,                 0.5422,                 1.3038,                0.57851,                  0.625,                0.51389,                0.40554,                0.85842,                0.91586,                 1.4039,             0.00094085,             0.00094085,             0.00094085
                    134,                0.66374,                0.58518,                 1.3157,                0.53778,                  0.625,                0.52547,                0.39594,                0.88563,                0.95224,                 1.4258,             0.00093535,             0.00093535,             0.00093535
                    135,                0.63683,                0.57296,                 1.2871,                0.91224,                0.49452,                0.45459,                0.36193,                0.82883,                 0.9853,                 1.3429,             0.00092985,             0.00092985,             0.00092985
                    136,                0.62991,                0.54064,                 1.2841,                0.60634,                0.61573,                0.55857,                0.38825,                0.89067,                0.95067,                  1.387,             0.00092435,             0.00092435,             0.00092435
                    137,                0.63503,                0.54761,                 1.2976,                0.49353,                 0.5625,                 0.5217,                0.38511,                0.93386,                 1.0356,                 1.4372,             0.00091885,             0.00091885,             0.00091885
                    138,                0.61581,                0.52232,                 1.2812,                0.62391,                 0.5625,                0.50877,                0.35543,                0.99718,                0.96509,                 1.5024,             0.00091335,             0.00091335,             0.00091335
                    139,                0.62484,                0.55267,                 1.2772,                0.57277,                0.57493,                0.51563,                 0.3878,                0.88699,                0.89072,                   1.37,             0.00090785,             0.00090785,             0.00090785
                    140,                0.62689,                   0.58,                 1.2778,                0.56194,                  0.625,                0.50877,                0.38649,                0.87654,                0.88176,                 1.3802,             0.00090235,             0.00090235,             0.00090235
                    141,                0.64195,                 0.5743,                 1.2827,                0.53382,                  0.625,                0.50153,                0.38801,                0.86752,                0.96409,                 1.3743,             0.00089685,             0.00089685,             0.00089685
                    142,                 0.6108,                 0.5339,                 1.2766,                0.53254,                  0.625,                0.51363,                0.40807,                0.83754,                0.88491,                 1.3573,             0.00089134,             0.00089134,             0.00089134
                    143,                0.65052,                0.52389,                 1.3124,                0.88296,                0.62338,                0.56733,                 0.4082,                0.83386,                0.92405,                 1.3697,             0.00088584,             0.00088584,             0.00088584
                    144,                0.64124,                0.54529,                 1.2844,                0.39151,                 0.5625,                0.50623,                0.35804,                 1.1868,                0.97162,                 1.8017,             0.00088034,             0.00088034,             0.00088034
                    145,                0.61905,                0.55385,                 1.2706,                0.89122,                    0.5,                0.48572,                0.37296,                0.88222,                0.99224,                 1.4472,             0.00087484,             0.00087484,             0.00087484
                    146,                0.60073,                0.52792,                 1.2633,                0.44908,                 0.5625,                0.47375,                0.37208,                0.86768,                0.95786,                 1.3572,             0.00086934,             0.00086934,             0.00086934
                    147,                0.62486,                0.57044,                 1.2847,                0.53627,                 0.5625,                0.48113,                0.37477,                0.90959,                0.91479,                 1.5052,             0.00086384,             0.00086384,             0.00086384
                    148,                0.63898,                0.55405,                 1.2869,                0.71807,                 0.5625,                0.53454,                0.41428,                0.86432,                0.89039,                  1.445,             0.00085834,             0.00085834,             0.00085834
                    149,                0.61945,                0.51864,                  1.286,                0.52056,                  0.625,                0.48744,                0.39195,                 0.8007,                0.93512,                 1.3759,             0.00085284,             0.00085284,             0.00085284
                    150,                0.58182,                0.51205,                 1.2626,                0.44316,                  0.625,                0.47772,                0.40039,                0.85459,                0.93468,                 1.4033,             0.00084734,             0.00084734,             0.00084734
